country,religion,direct_correlation,indirect_correlation,same_correlation
Nigeria,Buddhist,-0.391278136898055,-0.10732536196198593,True
Nigeria,Christian,0.7988503907720309,-0.020742061385365572,False
Nigeria,Hindu,-1.1536092947514178,-0.027187310543198586,True
Nigeria,Jewish,0.7170030459973149,0.09118337215420402,True
Nigeria,Muslim,0.8658332985837095,0.2801538664034281,True
Ethiopia,Buddhist,0.2576974391117057,-0.009309592358335504,False
Ethiopia,Christian,0.8231320734530565,-0.14159440964579378,False
Ethiopia,Hindu,-1.400953274949312,-0.019293219128871775,True
Ethiopia,Jewish,1.725460522007101,0.27230380990811,True
Ethiopia,Muslim,1.005182302480391,0.28287558090421056,True
Egypt,Buddhist,-0.5636820198544625,-0.09435424765873104,True
Egypt,Christian,0.07812444286656167,-0.2738211551012189,False
Egypt,Hindu,-1.2258431754558237,0.02104153066843072,False
Egypt,Jewish,1.4520043683816657,0.3115333573963816,True
Egypt,Muslim,1.2345440776619745,0.345124070928047,True
Congo,Buddhist,0.0153283467463937,-0.002230292491773245,False
Congo,Christian,0.7814048296091551,-0.0565285392947486,False
Congo,Hindu,-1.2980760508802178,0.004278233798180236,False
Congo,Jewish,0.6188697453766019,0.03801364341945581,True
Congo,Muslim,0.6495136253228564,0.26970951588911496,True
Tanzania,Buddhist,0.3228565108801746,0.050304633495629913,True
Tanzania,Christian,0.6911770442741763,-0.03169691378631773,False
Tanzania,Hindu,-0.9432172240937264,0.03641459079164165,False
Tanzania,Jewish,0.9210004879540832,0.0851504742460529,True
Tanzania,Muslim,0.9212438692775772,0.2883416894316995,True
South Africa,Buddhist,-0.25177147216663176,0.012224273922578284,False
South Africa,Christian,0.7897049350930879,0.023177488401005517,True
South Africa,Hindu,-0.5457851292315643,0.036401722380679916,False
South Africa,Jewish,1.2685797990116638,0.098571036074394,True
South Africa,Muslim,0.11494851172948756,0.1126861794082048,True
Kenya,Buddhist,0.3394445530047171,0.10883897803825644,True
Kenya,Christian,0.8137868247510153,0.07439529808062519,True
Kenya,Hindu,-0.8504898158048939,0.06528183790962347,False
Kenya,Jewish,1.177395010671927,0.14159423186400374,True
Kenya,Muslim,0.7222952458967741,0.2256910214363461,True
Uganda,Buddhist,0.3411252276287928,0.033412025930859776,True
Uganda,Christian,1.1105502273273145,0.022848655364292488,True
Uganda,Hindu,-0.934504375600484,0.009770167299723593,False
Uganda,Jewish,0.8865744386645129,0.08081626104501177,True
Uganda,Muslim,0.5737944413639041,0.22166895006814086,True
Sudan,Buddhist,-0.2612608252335286,-0.051822678912438885,True
Sudan,Christian,0.3573709245273091,-0.11642268767353407,False
Sudan,Hindu,-1.161836457488156,0.014554297178666225,False
Sudan,Jewish,1.0631723485957836,0.18733073772517125,True
Sudan,Muslim,1.3249092272669858,0.4490827803194024,True
Algeria,Buddhist,-1.452963435259754,-0.13315038341616195,True
Algeria,Christian,-0.3756790283244985,-0.1801579702223004,True
Algeria,Hindu,-2.806286377314157,-0.07869340185397487,True
Algeria,Jewish,1.1013174695942212,0.16826084135178918,True
Algeria,Muslim,1.3381093055298066,0.38565880310594586,True
China,Buddhist,2.126778804678077,0.35585339455830345,True
China,Christian,0.30696378045802764,-0.04642421230128863,False
China,Hindu,-0.8101538494459096,0.07825710025583675,False
China,Jewish,0.36186779798378216,-0.0011662849232829133,False
China,Muslim,-0.0837334943965813,0.128484824925944,False
India,Buddhist,0.4435251744422367,0.2824566988824112,True
India,Christian,-0.2082833852443615,-0.16069381312150244,True
India,Hindu,1.4959622049022026,0.4608057305294521,True
India,Jewish,0.016273308849877842,-0.04117470905163456,False
India,Muslim,0.1137745744672926,0.3068186533036906,True
Indonesia,Buddhist,0.702071608318678,0.3310070998241041,True
Indonesia,Christian,0.2242356207720304,-0.06337901928492125,False
Indonesia,Hindu,0.30504758901824763,0.3459288558055257,True
Indonesia,Jewish,0.7159047055013931,0.09887864253654637,True
Indonesia,Muslim,0.8308790294649647,0.3851662899624701,True
Pakistan,Buddhist,-0.3486546657650916,0.10278304203839866,False
Pakistan,Christian,-0.6393542861703119,-0.2044194962066226,True
Pakistan,Hindu,-0.18668387658014726,0.25204024971254474,False
Pakistan,Jewish,0.2769985725452601,0.10981630979107064,True
Pakistan,Muslim,1.4092550108413175,0.4970472037042855,True
Bangladesh,Buddhist,0.717259716847771,0.22061694694303274,True
Bangladesh,Christian,-0.7358199542103662,-0.1590349035830138,True
Bangladesh,Hindu,0.4369477912902469,0.3191677632455655,True
Bangladesh,Jewish,0.3858149629575501,0.10071275428965093,True
Bangladesh,Muslim,1.3448947488132947,0.4656611901425531,True
Japan,Buddhist,2.166730843563234,0.2890151458981675,True
Japan,Christian,0.712580131724381,-0.01425708807832136,False
Japan,Hindu,-0.4190440743323042,0.24785268612992575,False
Japan,Jewish,0.720616065919426,-0.10648993268698584,False
Japan,Muslim,-0.7026260038311649,0.14292089989699994,False
Philippines,Buddhist,0.3632539571022077,0.2877418709526269,True
Philippines,Christian,0.3689781272508717,0.07990034636618149,True
Philippines,Hindu,-0.06629228206473149,0.28204638111880553,False
Philippines,Jewish,0.329115597757982,0.0019608638902143213,True
Philippines,Muslim,0.5848775705185848,0.2698044817554756,True
Vietnam,Buddhist,1.4914438044143652,0.19590711245738127,True
Vietnam,Christian,0.31720363791122513,0.15798957247798806,True
Vietnam,Hindu,-0.8580932465818045,-0.026064312116048816,True
Vietnam,Jewish,-0.1764725572075852,-0.0935942947497934,True
Vietnam,Muslim,0.2932061811284498,0.0226618965369515,True
Iran,Buddhist,-0.5970839289628651,0.018542406446847726,False
Iran,Christian,-0.2796898824051235,-0.19417100985617156,True
Iran,Hindu,-0.9159808614231542,0.09525653244129033,False
Iran,Jewish,1.028402354410796,0.21402548262715906,True
Iran,Muslim,1.1547597071076785,0.41088355750513067,True
Turkey,Buddhist,-0.7571457172262025,0.017379853747102356,False
Turkey,Christian,-0.12057947913326401,-0.1098047699655714,True
Turkey,Hindu,-1.5547317905187732,0.07186736337394797,False
Turkey,Jewish,1.2287609903570325,0.20686921674465653,True
Turkey,Muslim,1.1547967536786083,0.3992048071325053,True
Russia,Buddhist,0.05084474455980861,0.08832745404460242,True
Russia,Christian,0.019325629986428453,-0.0770426980572949,False
Russia,Hindu,-1.1056883509446596,0.06942185528257096,False
Russia,Jewish,1.198278407388897,0.15528377901090498,True
Russia,Muslim,0.19533950298627006,0.16635084534230352,True
Germany,Buddhist,-0.5750537145618444,-0.04324998619215133,True
Germany,Christian,0.506553142957536,-0.035779012934192216,False
Germany,Hindu,-1.396693976029919,-0.12387278449289164,True
Germany,Jewish,1.8084397214373449,0.20971565371810527,True
Germany,Muslim,-0.21161109743552414,0.038207925119164925,False
United Kingdom,Buddhist,-0.01196286902514103,-0.0696860573227499,True
United Kingdom,Christian,0.9137986752450012,0.09490398766993524,True
United Kingdom,Hindu,-0.4798300871866996,-0.08932384471851698,True
United Kingdom,Jewish,1.6354239324278057,0.028639460363549044,True
United Kingdom,Muslim,0.02448725814915266,-0.019191856192970168,False
France,Buddhist,-0.685375154734119,-0.07913289383207574,True
France,Christian,0.2600411562658638,-0.07032362153747923,False
France,Hindu,-1.9401512771105072,-0.17397970868966886,True
France,Jewish,1.0729602976859032,0.0862953257637213,True
France,Muslim,0.020714517274162084,0.07097719723587105,True
Italy,Buddhist,-0.2516172045160717,0.018209775655158227,False
Italy,Christian,0.456514666220146,-0.07214982708192655,False
Italy,Hindu,-1.1985310068265178,0.04661962331851305,False
Italy,Jewish,1.0600895935782508,0.05765950880502103,True
Italy,Muslim,-0.23169135140139455,0.140547197807538,False
Spain,Buddhist,-0.6836429709554355,-0.016858294257413253,True
Spain,Christian,0.2518356572062074,-0.051933679052288725,False
Spain,Hindu,-1.1047841359397368,0.05629222991772684,False
Spain,Jewish,1.0548284857015475,0.03801084678124757,True
Spain,Muslim,0.27328432340639863,0.18759697650357274,True
Ukraine,Buddhist,-0.6434361053790023,-0.019355898682462014,True
Ukraine,Christian,0.1565167614497693,-0.16942261085487872,False
Ukraine,Hindu,-1.5140918747804597,0.015760436081850012,False
Ukraine,Jewish,1.7500610453854135,0.17730827738731156,True
Ukraine,Muslim,0.09855063637094008,0.16674314767840284,True
Poland,Buddhist,-0.6397632353073042,-0.028894538249273457,True
Poland,Christian,0.4328706559440601,-0.08077474708918493,False
Poland,Hindu,-1.4380177694684897,-0.07190220011066366,True
Poland,Jewish,2.158215899705768,0.21246233796858446,True
Poland,Muslim,-0.3929020723376464,0.06933098118763127,False
Romania,Buddhist,-0.8472636937579775,-0.061044187702909376,True
Romania,Christian,0.2317664621846983,-0.14681648320587673,False
Romania,Hindu,-1.870828802093974,-0.0014560232977437226,True
Romania,Jewish,1.7538512257762873,0.027947717967565462,True
Romania,Muslim,-0.035760956221253096,0.1312977685384957,False
Netherlands,Buddhist,-0.5365897043560058,0.01838607867810869,False
Netherlands,Christian,0.5343724194353745,0.006286982619552613,True
Netherlands,Hindu,-0.8190108732740168,-0.050302607341933765,True
Netherlands,Jewish,1.625497112562574,0.2073272850550678,True
Netherlands,Muslim,-0.3644502647891757,0.033885355062977615,False
Austria,Buddhist,-0.6330615913942576,0.009844581704801805,False
Austria,Christian,0.11749530541243206,-0.08006768766586755,False
Austria,Hindu,-1.4510845158226635,-0.04750918275104998,True
Austria,Jewish,1.8025268451233951,0.17230776316514154,True
Austria,Muslim,-0.6879699539048418,0.04390353606599733,False
United States,Buddhist,-0.1159619530930323,-0.19448123891413133,True
United States,Christian,0.7768956935548036,0.11918569770405625,True
United States,Hindu,-0.7560215321023332,-0.20135262006235252,True
United States,Jewish,1.4060756880815393,0.0355819501823378,True
United States,Muslim,-0.03774100243674959,-0.037128588121817886,True
Mexico,Buddhist,-0.6509119261158363,-0.024139450118504463,True
Mexico,Christian,0.4386494477709243,-0.05831456652498225,False
Mexico,Hindu,-0.8840929716998811,0.10204007850177443,False
Mexico,Jewish,0.7234319127736959,-0.020418209358734545,False
Mexico,Muslim,-0.21565805695532955,0.11200887542750804,False
Canada,Buddhist,-0.17643063103437742,-0.03800153358984095,True
Canada,Christian,0.6766572610178845,0.15815815980352632,True
Canada,Hindu,-0.5763295264729561,-0.10922731815013198,True
Canada,Jewish,1.2754780130999848,0.08795159564977463,True
Canada,Muslim,-0.002180541555239988,-0.06040221197535839,True
Guatemala,Buddhist,-0.6417352030920143,-0.058761587221268174,True
Guatemala,Christian,0.5692350085058883,-0.013473398452839949,False
Guatemala,Hindu,-1.0529366377155165,0.03250592525638712,False
Guatemala,Jewish,0.8689987376521344,0.11012216314203406,True
Guatemala,Muslim,-0.007069252763491161,0.18199377472644784,False
Haiti,Buddhist,-0.7842164051750611,-0.1527536674554799,True
Haiti,Christian,0.906449471712016,-0.0025968679285873213,False
Haiti,Hindu,-1.905796948917508,-0.12456040585397755,True
Haiti,Jewish,0.8945563761941133,0.10493238487136436,True
Haiti,Muslim,0.2659518822212865,0.1609163099766547,True
Cuba,Buddhist,-0.4162166433678177,-0.001676327724793949,True
Cuba,Christian,0.406267135076162,0.009362084902271892,True
Cuba,Hindu,-1.6365560546847302,-0.007774603386278589,True
Cuba,Jewish,1.1049720653472748,0.0863090123960092,True
Cuba,Muslim,0.22650568041366956,0.1363054988356927,True
Dominican Republic,Buddhist,-0.6891284613469296,-0.008720825110805965,True
Dominican Republic,Christian,0.3836460579020196,-0.010692280075942405,False
Dominican Republic,Hindu,-1.7882745241350642,0.0360242324420773,False
Dominican Republic,Jewish,0.8902350818864361,0.02577436450248392,True
Dominican Republic,Muslim,-0.3005050890904954,0.1514223605778458,False
Honduras,Buddhist,-0.6732736123634505,-0.020397101317953904,True
Honduras,Christian,0.7631294690121718,0.04394338151372767,True
Honduras,Hindu,-0.972074268580399,0.10250719607522636,False
Honduras,Jewish,0.6276922146602859,0.1136613527673003,True
Honduras,Muslim,0.14375341899896765,0.2251531817439037,True
Nicaragua,Buddhist,-0.6120085667695832,-0.057048383586696026,True
Nicaragua,Christian,0.4976634661319111,-0.018672412833919964,False
Nicaragua,Hindu,-1.0502207824836098,0.029420527080947587,False
Nicaragua,Jewish,0.8373363077952611,0.08181899702737615,True
Nicaragua,Muslim,0.029206196808097225,0.1550155434926917,True
El Salvador,Buddhist,-0.6422759637678273,0.05519652996252957,False
El Salvador,Christian,0.4960094955625514,-0.009483768043894312,False
El Salvador,Hindu,-1.0717081645312518,0.12436107119017788,False
El Salvador,Jewish,0.8084027694326215,0.09400494118484748,True
El Salvador,Muslim,-0.046726966430518616,0.204585544415316,False
Brazil,Buddhist,-0.5911419450883321,-0.019396053115898298,True
Brazil,Christian,0.24039878085020444,-0.03268875006324582,False
Brazil,Hindu,-0.6546297214834792,0.12824366192539444,False
Brazil,Jewish,0.9115856392174868,-0.03467854044772495,False
Brazil,Muslim,0.070808433525123,0.20724239977208544,True
Columbia,Buddhist,-0.25399481454824546,-0.11315925777511927,True
Columbia,Christian,0.4329692423987056,0.16510165546757735,True
Columbia,Hindu,-0.9910363793960234,-0.18500162152901475,True
Columbia,Jewish,1.5930318029767927,0.09269710417754276,True
Columbia,Muslim,-0.6174874420536088,-0.1940139401740764,True
Argentina,Buddhist,-0.7927854232954378,0.0056972599139350315,False
Argentina,Christian,0.1277138457783603,-0.02677144352745979,False
Argentina,Hindu,-0.8791533957923244,0.11933787630150634,False
Argentina,Jewish,0.9078402952788344,0.04586406738576447,True
Argentina,Muslim,0.19376773111571494,0.19642031423152745,True
Peru,Buddhist,-0.2475269452546076,0.06896430094226985,False
Peru,Christian,0.3869284852132425,-0.052244602359013535,False
Peru,Hindu,-0.7856487338484405,0.16857048811024986,False
Peru,Jewish,0.052439876510511074,-0.008556309413793482,False
Peru,Muslim,-0.031688032449030734,0.17589048801406784,False
Venezuela,Buddhist,-0.7954439586266876,-0.048031265310955334,True
Venezuela,Christian,0.4249733856604233,-0.023762736149012875,False
Venezuela,Hindu,-0.5172777351899308,0.10229590767500124,False
Venezuela,Jewish,0.6855309481626624,0.01499461630287523,True
Venezuela,Muslim,0.006505629147133247,0.18999406576974764,True
Chile,Buddhist,-0.19898474339940664,0.06307028544187193,False
Chile,Christian,0.4092278693671362,0.00437176612724888,True
Chile,Hindu,-1.1988712253756233,0.10747175624327716,False
Chile,Jewish,0.7155822151386503,0.048017013513042564,True
Chile,Muslim,-0.15946518520205155,0.17305560078577273,False
Ecuador,Buddhist,-0.5614991328241441,0.009049652138043695,False
Ecuador,Christian,0.5636712582476662,-0.032134623668030736,False
Ecuador,Hindu,-1.067203296127564,0.12710023298743636,False
Ecuador,Jewish,0.4488290716247424,-0.003292074351100941,False
Ecuador,Muslim,0.05685432238980905,0.2056075561916604,True
Bolivia,Buddhist,-0.4543278205026413,0.040561440876810816,False
Bolivia,Christian,0.2977306144330054,-0.07109798497102268,False
Bolivia,Hindu,-0.7846394249920937,0.16971928394894184,False
Bolivia,Jewish,0.7143124895183083,0.04562431649225072,True
Bolivia,Muslim,0.5928117452584636,0.24798185218201466,True
Paraguay,Buddhist,-1.022204352168323,0.048432276011447534,False
Paraguay,Christian,0.2454472723397418,0.022464685181654658,True
Paraguay,Hindu,-0.939493054782316,0.11858294530863285,False
Paraguay,Jewish,0.3029705077934794,0.06460093548235764,True
Paraguay,Muslim,0.03625920176744209,0.19955233172726414,True
Uruguay,Buddhist,-1.6367961285810009,-0.03812393367251609,True
Uruguay,Christian,-0.014967984581944137,0.01467486325608195,False
Uruguay,Hindu,-1.0632927033097752,0.09540696540899743,False
Uruguay,Jewish,0.7533973525044814,0.06749970155455502,True
Uruguay,Muslim,-0.08813592315466326,0.2024869307134539,False
Australia,Buddhist,0.023981880220098614,0.08101053476144117,True
Australia,Christian,0.6896087512723853,0.12251608143271316,True
Australia,Hindu,-0.16023877466761294,0.09969931983667484,False
Australia,Jewish,0.8506334816733169,-0.06852697228526976,False
Australia,Muslim,0.3609177977329866,0.11088660773549114,True
Papua New Guinea,Buddhist,0.993143202218856,0.272668999785487,True
Papua New Guinea,Christian,1.0648889061998923,0.0568492663520128,True
Papua New Guinea,Hindu,-0.8032948887801641,0.16534066198398908,False
Papua New Guinea,Jewish,0.2426540676201049,-0.002085940339031229,False
Papua New Guinea,Muslim,0.20490255157949647,0.09740978847798168,True
New Zealand,Buddhist,0.4717341489039564,0.1017334501396868,True
New Zealand,Christian,0.9980032955201442,0.16164649773821851,True
New Zealand,Hindu,-0.3538155954780776,0.06533697815396428,False
New Zealand,Jewish,1.0613920976075983,-0.032132937066821965,False
New Zealand,Muslim,-0.3484448595264957,-0.05466969825545343,True
Fiji,Buddhist,0.4578747019723434,0.18194126971580266,True
Fiji,Christian,0.8132125398317835,0.14659493483743796,True
Fiji,Hindu,-0.5486487747469802,0.09648226897486598,False
Fiji,Jewish,-0.3920469881597803,0.0184102565642265,False
Fiji,Muslim,0.4221830958072063,0.01764006437346455,True
Solomon Islands,Buddhist,0.5531514620096909,0.2102568272753308,True
Solomon Islands,Christian,1.082211230894288,0.088285772349113,True
Solomon Islands,Hindu,-0.9632150427546772,0.0958974319747976,False
Solomon Islands,Jewish,0.7373809241685662,0.11897723966566788,True
Solomon Islands,Muslim,0.21460929335123807,0.0835139717246245,True
Vanuatu,Buddhist,0.2511592343772823,0.17441129931226373,True
Vanuatu,Christian,0.7722878359957838,0.045654309738286096,True
Vanuatu,Hindu,-0.7062973001970839,0.1047237859000528,False
Vanuatu,Jewish,-0.029839128045303368,0.11293682442694372,False
Vanuatu,Muslim,0.4601869171483786,0.2351632601261893,True
Samoa,Buddhist,0.3778542919687717,0.18361415763009992,True
Samoa,Christian,1.2894159314327078,0.12406435255543655,True
Samoa,Hindu,-1.1580938402552157,0.11110233191478287,False
Samoa,Jewish,-0.15501684311032987,0.02184233367221071,False
Samoa,Muslim,-0.14452581320027286,0.02334863463354485,False
Kiribati,Buddhist,0.6494101584821053,0.26117022481656565,True
Kiribati,Christian,0.7677540266322559,-0.03436631295610181,False
Kiribati,Hindu,-0.6501934196940959,0.1857122564844647,False
Kiribati,Jewish,0.5946494943098231,0.06690773468780452,True
Kiribati,Muslim,0.2540834170937932,0.1622873916713452,True
Micronesia,Buddhist,1.085351955743619,0.2647887391526444,True
Micronesia,Christian,0.8609206202067343,0.0570749459773954,True
Micronesia,Hindu,-0.15680522982805792,0.15692922975023238,False
Micronesia,Jewish,0.3069948987320044,0.07144241509274905,True
Micronesia,Muslim,0.06931771082876485,0.1442813520087852,True
Tonga,Buddhist,0.5471018018714531,0.09206248884265043,True
Tonga,Christian,1.0903807996880537,0.0019889262814446053,True
Tonga,Hindu,-0.8234537406091438,0.059602255241035136,False
Tonga,Jewish,-0.1475747668807738,0.0060550241710050886,False
Tonga,Muslim,0.12986564301389586,0.06846022936712562,True
