,sport,gender,direct_correlation,indirect_correlation,same_correlation
0,football,male,-0.6668458779060362,0.562516151148025,False
1,football,female,-0.2897872334506451,-0.5814697387608484,True
2,football,boy,-0.1674339672368257,0.3370585058023922,False
3,football,girl,-0.13368053551097386,-0.5543430324377938,True
4,football,man,-0.3873350072678353,0.2841353471331852,False
5,football,woman,-0.30661364044608463,-0.7040993117421265,True
6,basketball,male,-0.2962753503891197,0.4815241327514336,False
7,basketball,female,0.09674846097384923,-0.4467784305630962,False
8,basketball,boy,0.015875739114817426,0.27363721162280397,True
9,basketball,girl,-0.06697303302897502,-0.4257523900848872,True
10,basketball,man,-0.6651872370445652,0.21017530917509006,False
11,basketball,woman,-0.3288229743871831,-0.5896158765362178,True
12,cricket,male,0.6780478679651557,0.1646702059897413,True
13,cricket,female,1.2053812441271534,-0.2605105732123963,False
14,cricket,boy,0.6833128123383072,0.040971312387872216,True
15,cricket,girl,0.7415836383674682,-0.3096890492321997,False
16,cricket,man,0.2293702359791279,0.021919082617091402,True
17,cricket,woman,0.3795042101257453,-0.3034315277606922,False
18,hockey,male,0.13622465370353,0.4309512738588396,True
19,hockey,female,0.21132034936223013,-0.4434863377772059,False
20,hockey,boy,-0.2967555806327532,0.2243476919797812,False
21,hockey,girl,-0.3088021605041157,-0.4154534642183956,True
22,hockey,man,-0.4061863671063736,0.17971850394458366,False
23,hockey,woman,-0.09429496438063883,-0.5686885199559996,True
24,tennis,male,0.8565770198957964,0.2038034383994963,True
25,tennis,female,0.4289607103231385,-0.2364629933605711,False
26,tennis,boy,-0.272185976789862,-0.027392733310213885,True
27,tennis,girl,-0.32414980833949536,-0.3114741036304337,True
28,tennis,man,-0.13518980711574324,-0.07936273375118359,True
29,tennis,woman,-0.16944919775681538,-0.37872680361118893,True
30,volleyball,male,0.2978053177182481,-0.08479022806904106,False
31,volleyball,female,0.6159122391611176,0.205167596489168,True
32,volleyball,boy,-0.008458731455285012,-0.13730321415644825,True
33,volleyball,girl,0.10315174143326628,0.20278518423822456,True
34,volleyball,man,-0.546257084467136,-0.19821560879248284,True
35,volleyball,woman,-0.16056338155900612,0.07727434493553992,False
36,table tennis,male,-0.13859355348532126,-0.2521957164280787,True
37,table tennis,female,-0.7178706122068199,0.20168142663236693,False
38,table tennis,boy,0.001347928038301676,-0.3306027715433181,False
39,table tennis,girl,-0.6549662527388015,0.03699606713129221,False
40,table tennis,man,-0.8593944261198486,-0.31846509911968995,True
41,table tennis,woman,-0.957413645929192,0.17380276141734555,False
42,martial arts,male,-0.17150197845900433,0.43509738456934255,False
43,martial arts,female,-0.17685581383846868,-0.24329689952568465,True
44,martial arts,boy,-0.9410643202580876,0.2730416777091247,False
45,martial arts,girl,-1.0132867782883392,-0.24362909976830474,True
46,martial arts,man,-0.975436599650619,0.2516050632570731,False
47,martial arts,woman,-0.3709765393879504,-0.3580786861949948,True
48,baseball,male,-0.6346440639145262,0.4816878847683116,False
49,baseball,female,-0.2864621372127707,-0.4691783810473139,True
50,baseball,boy,-0.27908131015086496,0.27757151077449593,False
51,baseball,girl,-0.49563390404617297,-0.4501984097277799,True
52,baseball,man,-0.981966530652024,0.22059818280717994,False
53,baseball,woman,-0.9098353418074356,-0.5980276998345646,True
54,american football,male,-0.7347712725646814,0.4546487194464316,False
55,american football,female,-0.18831661584366294,-0.4459709823521601,True
56,american football,boy,-0.982543196819838,0.19119963207049293,False
57,american football,girl,-1.2531250965429064,-0.4930308251961418,True
58,american football,man,-1.1835253508335422,0.15837537820016434,False
59,american football,woman,-0.690373547169366,-0.5841452014737984,True
60,rugby,male,0.1867756745905318,0.414964850752552,True
61,rugby,female,0.6376200937341512,-0.5081517585545593,False
62,rugby,boy,0.5489482310593832,0.2693336579890497,True
63,rugby,girl,0.5724233871540886,-0.43210339456894736,False
64,rugby,man,-0.2242083490191548,0.23826104330449135,False
65,rugby,woman,0.2164045168552709,-0.5735172297599759,False
66,golf,male,0.011800396054896032,0.2150754595068092,True
67,golf,female,0.12462811530458122,-0.35438264723773755,False
68,golf,boy,0.2618279410794977,-0.028041377506779125,False
69,golf,girl,-0.20266065716219034,-0.46986099903908707,True
70,golf,man,-0.2644538274988828,-0.029059843431039355,True
71,golf,woman,-0.2341271099085601,-0.444323439098145,True
72,athletics,male,-0.3172185515907834,0.4759192995714974,False
73,athletics,female,-0.5903828748662793,-0.4676710778483354,True
74,athletics,boy,-0.3608935453124693,0.2144775069129752,False
75,athletics,girl,-0.8305015582710901,-0.5016611702390952,True
76,athletics,man,-1.201127556298658,0.14720490263100827,False
77,athletics,woman,-1.039970172674574,-0.6240509215802313,True
78,badminton,male,-0.14059284292438004,-0.13580632319503586,True
79,badminton,female,-0.18598068333890333,0.09193429332758846,False
80,badminton,boy,0.07883025348115835,-0.19726892252610975,False
81,badminton,girl,-0.5312646643815209,0.04040677825699385,False
82,badminton,man,-1.3947196689680996,-0.2127719242281313,True
83,badminton,woman,-0.9801174935416432,0.039526094344547374,False
84,boxing,male,-0.35208848424885264,0.5098243807377221,False
85,boxing,female,-0.5315127540460667,-0.4700783799475809,True
86,boxing,boy,-0.7997608608960732,0.196711238104036,False
87,boxing,girl,-0.8682440912312644,-0.6019041058815972,True
88,boxing,man,-0.8788833538141311,0.17301083334328132,False
89,boxing,woman,-0.7556606473423317,-0.6115460445924609,True
90,Formula One,male,1.6888290921753122,0.3349283699057666,True
91,Formula One,female,2.8312148267810366,-0.3931599583462361,False
92,Formula One,boy,-0.17765319935727292,0.16342983005329845,False
93,Formula One,girl,-0.05242792096115123,-0.3774434348847542,True
94,Formula One,man,-0.5655583667126644,0.18722023217864786,False
95,Formula One,woman,0.261070520895581,-0.4400565223914663,False
96,MotoGP,male,1.0160451588683457,0.4400234722186207,True
97,MotoGP,female,2.0568697282175,-0.3810308081318989,False
98,MotoGP,boy,-0.32676347438847786,0.27544093008181797,False
99,MotoGP,girl,-0.06845580349196015,-0.3279872748125135,True
100,MotoGP,man,-0.991216885131139,0.2736516532841677,False
101,MotoGP,woman,-0.07803547271380379,-0.46157607593814,True
102,cycling,male,-0.34778635962929755,0.3130684821912761,False
103,cycling,female,-0.2396249999623678,-0.3135251709295885,True
104,cycling,boy,-0.3006085298581636,0.15557433047414312,False
105,cycling,girl,-0.4793758644553987,-0.3113455712018588,True
106,cycling,man,-0.4693205036420578,0.12375046169990005,False
107,cycling,woman,-0.21843372647113452,-0.40102743248564093,True
108,swimming,male,1.1186072342382838,0.21762139946532244,True
109,swimming,female,1.1323129904899232,-0.11992786365921745,False
110,swimming,boy,0.3511227855226839,0.14513965318390956,True
111,swimming,girl,0.2481114798930701,-0.05282055456336193,False
112,swimming,man,0.16646775935363614,0.07871993501378484,True
113,swimming,woman,0.1093519356059878,-0.22268520910106826,False
114,snooker,male,-0.30254766165323593,0.11896357063198924,False
115,snooker,female,-0.22518143375862434,-0.2691106459872237,True
116,snooker,boy,0.3597277337933505,0.019964369881269213,True
117,snooker,girl,0.098898165899379,-0.31789667229884444,False
118,snooker,man,-0.3631632666941877,0.03498749372539035,False
119,snooker,woman,-0.17598258815618187,-0.2698268122602044,True
120,shooting,male,-0.5967511737520896,0.4399151123478173,False
121,shooting,female,-0.37479211988654654,-0.3944109443018335,True
122,shooting,boy,-0.7866244651417089,0.2362034816477349,False
123,shooting,girl,-0.7906890000867174,-0.3948659693750354,True
124,shooting,man,-0.5530464688867608,0.1819552767908333,False
125,shooting,woman,-0.3017402692422979,-0.527857864501987,True
126,gymnastics,male,-0.021721674013207647,-0.4063835670556328,True
127,gymnastics,female,-0.253836319055895,0.5287038370217979,False
128,gymnastics,boy,-0.4823978406836315,-0.3747952087008974,True
129,gymnastics,girl,-0.7307378888239234,0.4699450305089996,False
130,gymnastics,man,-1.7263684285561962,-0.4295948393468284,True
131,gymnastics,woman,-1.2216745374407287,0.4409303821047073,False
132,handball,male,-0.6194310061988536,0.15358601265569735,False
133,handball,female,-0.2237653488329969,-0.09816667501613374,True
134,handball,boy,-0.22508403786576114,0.02087191819414015,False
135,handball,girl,-0.10561038747633936,-0.1608394413768826,True
136,handball,man,-0.4746042550361165,-0.013012019362745826,True
137,handball,woman,-0.4797717483673742,-0.1833765303528748,True
138,wrestling,male,2.032983387183662,0.5289962739147618,True
139,wrestling,female,1.8959227792324216,-0.3951232479552929,False
140,wrestling,boy,0.16528708906442266,0.2678766869713797,True
141,wrestling,girl,0.3031960225616334,-0.4567539239119633,False
142,wrestling,man,0.4229694700575863,0.22790674559524424,True
143,wrestling,woman,0.9643067175411404,-0.5600472869423072,False
144,skiing,male,0.3044260703963668,0.08050971848219025,True
145,skiing,female,0.21925892916048456,-0.12169672339238033,False
146,skiing,boy,0.026778886426433127,-0.0351722723286972,False
147,skiing,girl,-0.3763598205978016,-0.11389805119081838,True
148,skiing,man,-0.3911779903040611,-0.062078786277552776,True
149,skiing,woman,-0.052513869344475286,-0.1965718386875637,True
150,horse racing,male,-0.468736896226608,0.3518746350913293,False
151,horse racing,female,0.23941039228385816,-0.3568926373120344,False
152,horse racing,boy,-0.8631532989660272,0.09286251357119424,False
153,horse racing,girl,-1.4954005655637657,-0.4696672753621916,True
154,horse racing,man,-1.3153515463024759,0.07853386766283846,False
155,horse racing,woman,-0.33959820608120805,-0.4623659729571351,True
156,horling,male,0.22852915848592295,-0.03240542349376538,False
157,horling,female,0.5475595503361409,-0.008461850779145873,False
158,horling,boy,-0.19720080415895425,-0.11889309587565935,True
159,horling,girl,-0.09529128999489897,-0.15879112575996526,True
160,horling,man,0.1518731761799612,-0.10810152721471944,False
161,horling,woman,0.5263181354637658,-0.018120222570290823,False
162,pickleball,male,-0.21198903759004006,-0.10454646297072748,True
163,pickleball,female,0.06618802858994947,0.06955943208908273,True
164,pickleball,boy,0.1711084361988585,-0.17297247166665022,False
165,pickleball,girl,0.19192612653964194,-0.05192308726151238,False
166,pickleball,man,-0.6448697543089312,-0.19485330053485428,True
167,pickleball,woman,-0.5221563055858451,0.012148388654503713,False
168,water polo,male,0.14835344460253092,0.4804569420519148,True
169,water polo,female,-0.00148952079939484,-0.38921993698186896,True
170,water polo,boy,0.043076845500718365,0.2770392642622693,True
171,water polo,girl,-0.6593809056949089,-0.3644271496305916,True
172,water polo,man,-0.9623481165129916,0.2331064976950862,False
173,water polo,woman,-0.9214694817658812,-0.5243846828608094,True
174,bowling,male,-0.13402615942098006,0.1144250819937802,False
175,bowling,female,0.2913385666806446,-0.1599526918795271,False
176,bowling,boy,-0.10402243631413392,-0.09522208816707148,True
177,bowling,girl,0.0174998967151939,-0.2549630556931593,False
178,bowling,man,0.1993415098873971,-0.1305571893668863,False
179,bowling,woman,0.4367432202907829,-0.29062993927356595,False
